,sample1,sample2,sample3,sample4
ENSG00000100403,7.018725499,7.124175965,6.830861866,6.790861944
ENSG00000100410,5.10916452,5.303088981,5.431327157,5.090998315
ENSG00000100412,6.964028235,6.890576767,6.893856369,6.832216538
ENSG00000100413,6.455395369,6.01358746,6.108399766,5.741908527
ENSG00000100416,5.138871028,5.18508757,4.875127597,5.046969699
ENSG00000100417,6.030241497,5.952497454,5.839320571,5.666450486
ENSG00000100418,6.226973502,6.255405303,6.165979316,6.000379771
ENSG00000100422,6.373190847,6.151149317,6.336503873,6.366107638
ENSG00000100425,6.397200682,6.457741339,6.450643662,6.837037331
ENSG00000100426,6.574574876,6.373823061,6.26519494,6.236784474
ENSG00000100429,5.432054296,5.596653609,5.62879187,5.579219877
ENSG00000100439,4.786577707,4.766574974,5.121297105,5.02790472
ENSG00000100441,7.625272478,7.842476243,7.775642179,7.608932179
ENSG00000100442,6.356258229,6.4098717,6.445685113,6.580794153
ENSG00000100445,4.835080242,4.88263581,4.780572103,4.837538594
ENSG00000100461,6.937087353,6.718457362,6.851512749,6.788450446
ENSG00000100462,6.449657869,6.456545216,6.322887196,5.998107154
ENSG00000100473,3.014773212,3.031198522,2.99379259,3.172886809
ENSG00000100478,3.081518951,3.064304819,3.064468216,3.093404898
ENSG00000100479,4.052974599,4.049371074,4.139992742,4.04191345
ENSG00000100483,3.36436855,3.314893507,3.317941122,3.3307414
ENSG00000100485,5.914107392,5.998621849,6.643028918,6.503290062
ENSG00000100503,6.390271073,6.188029677,6.946835432,6.546730729
ENSG00000100504,6.467591557,6.380071779,6.347105065,6.21557596
ENSG00000100519,6.752791008,6.721559776,6.653314936,6.472460721
ENSG00000100522,7.588895473,7.730749231,7.366253459,7.455145844
ENSG00000100523,5.35488226,5.186740681,5.296041708,5.087400553
ENSG00000100526,5.287012678,5.14894292,5.018367433,5.370793538
ENSG00000100528,7.004850652,7.186821685,7.191175554,7.075153551
ENSG00000100532,3.065683026,3.228547345,3.311217606,3.174289348
ENSG00000100554,6.218213386,6.022024202,6.261901492,6.166416236
ENSG00000100557,4.687484625,4.667492023,4.275470423,4.172777565
ENSG00000100558,5.485756321,5.318337495,5.090179802,5.139567695
ENSG00000100564,3.998355926,4.084192777,4.250690425,4.130389092
ENSG00000100567,6.939588009,6.862085639,6.875440288,6.96713815
ENSG00000100568,7.02039689,7.049577552,6.857565811,6.601192767
ENSG00000100575,4.810296273,4.679804158,4.852289847,5.054725832
ENSG00000100577,4.239178199,4.202069401,4.342148973,4.251475261
ENSG00000100578,4.842464338,4.943597737,4.750947099,4.905784144
ENSG00000100580,5.348071899,5.223852722,5.297500798,5.478432907
ENSG00000100583,1.679606027,1.652178399,1.672304966,1.766156781
ENSG00000100591,6.906802939,6.864002537,6.548945902,6.663988242
ENSG00000100592,5.461417151,5.475224566,6.189966613,6.392959186
ENSG00000100596,8.813498169,8.766619428,8.876256041,8.778157263
ENSG00000100600,7.174971721,7.091131238,7.40244344,7.245606046
ENSG00000100601,3.370214095,3.338720564,3.232712559,3.269429441
ENSG00000100603,6.768721758,6.829266162,6.821447839,7.089698851
ENSG00000100605,7.220510137,7.412790812,6.747844725,6.654724257
ENSG00000100612,5.701910545,5.66857133,5.865960503,5.779860804
ENSG00000100614,6.628047543,6.753008721,6.963268483,6.862789031
ENSG00000100625,3.593871983,3.509393418,3.646743656,3.625795058
ENSG00000100629,3.05054319,3.043802934,3.055693402,3.004688871
ENSG00000100632,7.043690007,6.980324018,6.79083523,7.073859305
ENSG00000100644,7.535596866,7.665511549,8.006251933,7.949660659
ENSG00000100647,6.011732827,6.078392021,6.114449791,6.086017191
ENSG00000100650,8.484841447,8.759728822,8.623056354,8.636837184
ENSG00000100664,8.698902825,8.885913919,8.882698187,8.766228656
ENSG00000100665,1.115093278,1.146662301,1.111955253,1.136519696
ENSG00000100697,7.027205108,6.515583064,6.843436634,6.646253401
ENSG00000100711,5.339131002,5.154361154,5.108669296,5.200561118
ENSG00000100714,7.554850237,7.706953126,7.040469468,7.077105792
ENSG00000100722,6.79286539,6.876172945,6.924787003,6.861634122
ENSG00000100726,6.284296099,6.225115916,5.813524057,5.808245571
ENSG00000100731,6.715820257,7.017853749,7.256977534,7.141847585
ENSG00000100744,6.280354567,6.095999033,6.157897819,6.175066502
ENSG00000100749,5.314445304,5.203423554,4.982679849,5.259134192
ENSG00000100764,6.911359757,7.027175518,6.747359645,6.619969092
ENSG00000100784,4.6405672,4.768309288,4.787431298,4.73339658
ENSG00000100796,6.950332445,7.001319402,7.201070372,7.287421227
ENSG00000100802,3.924256141,3.881941845,3.843267284,3.804656038
ENSG00000100804,6.640391038,6.685170036,6.389331159,6.516522159
ENSG00000100811,8.178331739,8.575096984,8.397134523,8.482299419
ENSG00000100813,7.952399921,7.672467331,7.705764985,7.653656934
ENSG00000100814,5.747541756,5.812639068,5.643519262,5.753102452
ENSG00000100815,6.645810008,6.47317446,6.995252934,6.891258729
ENSG00000100823,7.62431826,7.528343501,7.048513972,7.148642731
ENSG00000100836,7.400565006,7.413354679,7.361500951,7.350960997
ENSG00000100852,8.259901481,8.186597032,8.614461702,8.569071014
ENSG00000100865,5.156365028,5.07198162,5.075503008,5.000849806
ENSG00000100867,4.266694733,4.338087078,4.69482178,4.617910198
ENSG00000100883,6.874400285,6.804728712,7.20593092,7.241291758
ENSG00000100888,7.561199442,7.449530301,7.463080017,7.364080631
ENSG00000100889,6.375139455,6.694525298,7.086628788,6.275654737
ENSG00000100890,5.085562605,5.128255133,5.019209539,4.946729111
ENSG00000100897,7.232427736,7.37196972,7.419700476,7.188048469
ENSG00000100902,7.29784359,7.337348848,7.164999665,7.255984412
ENSG00000100906,6.205867907,6.191299062,6.005384463,5.895783368
ENSG00000100908,4.450769803,4.439391577,4.402467877,4.562399309
ENSG00000100911,7.185629484,7.175066458,6.83507909,7.271881461
ENSG00000100916,4.029465025,3.997420246,3.961792894,4.104467786
ENSG00000100918,2.97688616,2.93614127,3.091461462,2.997730279
ENSG00000100926,5.967719731,6.442545671,6.084068702,6.394492586
ENSG00000100934,6.776129716,6.724562943,6.853862793,7.065251858
ENSG00000100938,5.814439232,6.027566263,5.793420251,5.808581583
ENSG00000100941,7.356700825,7.323932623,7.417801397,7.976124031
ENSG00000100949,4.329056906,4.270758199,4.298348156,4.428471318
ENSG00000100968,3.331301441,3.263876219,3.30850253,3.160424289
ENSG00000100979,4.084877104,4.054216287,4.053656659,4.167035008
ENSG00000100982,6.285746765,6.459639925,6.147145696,6.072360265
ENSG00000100983,6.793506381,6.638848895,6.716450385,6.699454431
ENSG00000100991,7.993077183,8.044270163,7.93942515,7.899217439
ENSG00000100994,10.16170681,10.28625336,10.24394765,9.864481224
ENSG00000100997,7.590572639,7.713329144,7.67163524,7.592273814
ENSG00000101000,5.506928603,5.533467728,5.302907067,5.175137152
ENSG00000101003,6.674801111,6.648106167,5.954407543,6.405825733
ENSG00000101019,6.435853523,6.372744737,6.089949924,6.260804177
ENSG00000101040,8.128672833,8.094990907,7.804415605,7.809940665
ENSG00000101049,6.410805547,6.544038158,6.073616312,6.13401724
ENSG00000101052,6.98031712,6.997630152,7.198480691,7.259444849
ENSG00000101057,8.347717954,8.370759388,7.325944489,8.085010109
ENSG00000101076,6.196025537,6.366511911,5.9050274,6.021163285
ENSG00000101079,7.176022789,7.294427464,7.236083964,7.137439085
ENSG00000101084,7.479051689,7.375947985,7.290232217,7.346157619
ENSG00000101096,3.969966602,4.048209163,4.137930659,4.30036397
ENSG00000101104,6.57492553,6.460723943,7.076042566,6.772823463
ENSG00000101109,7.91914513,8.002757975,7.886775886,8.054324016
ENSG00000101115,3.810797101,3.75967186,3.88774947,3.745945932
ENSG00000101126,9.323596984,9.443022309,9.406608778,9.520474197
ENSG00000101132,5.767458181,5.700695529,5.679724469,5.994031927
ENSG00000101138,6.716489875,6.728980004,6.476896504,6.721457256
ENSG00000101146,6.668440448,6.66434954,6.279071316,6.467884389
ENSG00000101150,8.899578755,8.959398773,8.879546124,8.78985591
ENSG00000101152,8.657754865,8.788146,8.718112732,8.46241625
ENSG00000101158,8.349834825,8.262553598,8.068714506,7.997153
ENSG00000101160,9.487419743,9.319363494,9.032096869,9.142357103
ENSG00000101161,8.77881156,8.687154971,8.465085268,8.488183272
ENSG00000101166,8.794925257,8.749748547,8.652171493,8.89537338
ENSG00000101181,5.784606965,5.820763249,5.620504105,5.526955444
ENSG00000101182,8.742423442,8.686752163,8.31986156,8.346856743
ENSG00000101187,5.331788808,5.308706751,5.082105615,5.195502303
ENSG00000101188,7.395196196,7.279632471,7.110147881,6.654729776
ENSG00000101189,6.967059053,6.884433423,6.497919282,6.64022497
ENSG00000101190,5.881590487,5.891751941,5.97652787,6.084977147
ENSG00000101191,8.276375576,8.476411533,8.53124393,8.437352778
ENSG00000101193,8.638880701,8.518060668,8.498513219,8.351421959
ENSG00000101194,6.691661276,6.313175169,5.883877468,5.91773384
ENSG00000101197,1.529681554,1.542080476,1.511240785,1.531602625
ENSG00000101199,7.694111181,7.300349443,7.251545468,6.852439562
ENSG00000101210,6.240863382,6.29276635,6.253795014,6.086681846
ENSG00000101213,6.964640067,6.877021727,6.514157197,6.528717786
ENSG00000101216,6.225077552,6.429560809,6.162606754,5.989795716
ENSG00000101220,5.574322967,5.562014225,5.139194753,5.209122947
ENSG00000101224,7.508991274,7.44772048,7.423053767,7.652053228
ENSG00000101236,6.251517206,6.274070923,6.629787887,6.756682781
ENSG00000101246,5.798522146,5.910462439,5.570633438,5.346114945
ENSG00000101247,4.082564912,4.101803173,4.210804972,4.230772483
ENSG00000101255,7.143138461,8.155016984,8.064422742,7.45043993
ENSG00000101266,8.742706937,8.739996889,8.814077091,8.588841813
ENSG00000101276,5.844037275,5.920071772,5.750370674,5.651827522
ENSG00000101290,6.45762551,6.363361555,6.846959499,6.589153275
ENSG00000101294,8.298750531,8.2715182,8.005483067,7.958555854
ENSG00000101310,7.606784332,7.480723207,7.513562382,7.490767694
ENSG00000101311,8.114962844,8.019137936,7.608801066,7.473099575
ENSG00000101333,2.447475938,2.431548007,2.445469085,2.623144742
ENSG00000101337,8.129661766,8.215515387,8.255906755,8.126259764
ENSG00000101343,6.102440312,6.103174801,6.501142821,6.278340639
ENSG00000101346,8.16971659,8.496813511,8.697486065,8.335451472
ENSG00000101347,7.601094251,7.529801698,7.52528137,8.257269846
ENSG00000101350,8.784909348,8.740960397,9.185969723,9.060709887
ENSG00000101361,8.076879877,7.977773982,7.159585135,7.491940436
ENSG00000101363,6.548785312,6.600984665,6.398646354,6.318927404
ENSG00000101365,6.659018116,6.616707051,6.303413822,6.446195591
ENSG00000101367,8.991557609,8.979182139,8.981113221,8.997002936
ENSG00000101384,4.934128425,4.992011091,5.182074391,4.924292167
ENSG00000101391,5.816229416,5.838133209,5.683862613,5.601646952
ENSG00000101400,1.75408094,1.762274688,1.730193218,1.739631276
ENSG00000101407,7.059913106,7.174077258,6.941071388,7.328479759
ENSG00000101412,6.278443949,6.23141997,5.773150952,5.967979255
ENSG00000101413,7.162180253,7.094683172,7.171873541,7.222047786
ENSG00000101417,5.861485742,5.612894782,5.689018976,5.95642015
ENSG00000101421,8.807203841,8.87501219,8.787254066,8.724882633
ENSG00000101439,7.275723881,7.030249583,7.279171683,7.561658095
ENSG00000101442,4.848545477,4.901995342,4.719907577,4.863975073
ENSG00000101443,5.483800341,5.544227509,5.68116447,6.041948278
ENSG00000101444,9.060411765,9.15399105,8.50056535,8.281141799
ENSG00000101447,6.867752893,6.735741554,6.35991079,6.393163334
ENSG00000101452,5.007994348,5.028453967,4.761138305,4.887132288
ENSG00000101457,5.649207604,5.65099655,5.53421411,5.650628482
ENSG00000101460,3.68825221,3.648542615,3.908981576,3.850571445
ENSG00000101464,6.291630151,6.317287831,6.15087873,6.237594729
ENSG00000101473,5.691072469,5.587551908,5.609302502,5.439238798
ENSG00000101474,7.93780768,7.83366921,7.905545977,8.001167771
ENSG00000101493,4.865529953,4.866742037,5.252894353,5.604295531
ENSG00000101544,6.860687785,6.900742792,6.996758464,7.234222753
ENSG00000101546,5.216170809,5.01852279,4.835147897,4.726334186
ENSG00000101557,8.6992935,8.579859843,8.403490277,8.656589417
ENSG00000101558,8.528496675,8.708566347,8.86163684,8.980266576
ENSG00000101574,5.473751506,5.495123849,5.534537761,5.460088077
ENSG00000101577,8.413834481,8.407413733,8.381445357,8.47129358
ENSG00000101596,8.079613313,8.025885784,8.294753251,8.458675506
ENSG00000101605,2.177214155,2.177076331,2.362133068,2.277961456
ENSG00000101608,9.301101236,9.211888274,9.344220924,9.273223711
ENSG00000101624,5.255086861,5.482842243,5.335215036,5.338272217
ENSG00000101639,7.452467305,7.697163075,7.380581724,7.97999704
ENSG00000101654,7.089408862,7.337744326,7.44043492,7.263754384
ENSG00000101665,5.934081314,6.036987578,6.148419046,5.975075501
ENSG00000101670,7.825505801,7.834272769,7.165744741,6.819263483
ENSG00000101695,4.681829359,4.71874924,4.778175734,4.677469406
ENSG00000101745,7.291011163,7.511079011,8.06441773,7.84502749
ENSG00000101751,4.825859715,4.974948605,5.068356724,5.127535566
ENSG00000101752,7.277243079,7.320933768,7.513460552,7.506854204
ENSG00000101773,6.431705811,6.715203683,6.655799097,6.761899908
ENSG00000101782,7.297880824,7.329748992,7.72636639,7.559313088
ENSG00000101811,6.492071467,6.601653619,6.38360243,6.214521875
ENSG00000101843,6.186411758,6.22527079,6.214411185,6.424020703
ENSG00000101844,3.655948811,3.596290902,3.752397263,3.75594412
ENSG00000101846,4.974267334,4.906342589,5.063163066,5.00549921
ENSG00000101849,6.009610314,5.563368335,5.443359306,5.547834576
ENSG00000101856,8.216882331,8.195849999,7.874381558,8.148987209
ENSG00000101868,5.764178142,5.985433866,5.567673503,5.742475845
ENSG00000101871,4.20892197,4.111585494,4.012170211,4.178512703
ENSG00000101882,5.327501407,5.251477332,5.453493061,5.542311015
ENSG00000101888,4.730933146,4.95961687,4.778226995,4.865417935
ENSG00000101901,5.948566606,5.747063817,6.040721678,6.197204033
ENSG00000101911,5.066745036,5.110603987,4.711450239,4.818656479
ENSG00000101928,4.728792999,4.848847103,4.90523684,4.98820639
ENSG00000101935,6.751056204,6.563401242,6.497961891,6.527468824
ENSG00000101940,6.779745718,6.826125852,6.613365725,6.154933121
ENSG00000101945,5.353137418,5.270576214,5.035235675,5.068404289
ENSG00000101966,8.160540193,7.956404106,8.206586424,8.210960831
ENSG00000101972,8.729286999,8.757242352,8.754127859,8.756536777
ENSG00000101974,1.954351489,1.976900446,1.979700424,2.089210301
ENSG00000101986,6.163926514,6.143566295,6.616363325,6.299062381
ENSG00000101997,5.18513392,5.121573871,5.064819174,4.89922073
ENSG00000102007,7.238285142,7.266735433,6.965295044,7.186023535
ENSG00000102024,7.86358583,7.86555732,8.411965373,8.14879836
ENSG00000102030,6.947985486,7.196303186,6.561427665,6.835492928
ENSG00000102034,7.353245324,7.377034251,6.959081182,6.982803524
ENSG00000102038,7.72475266,7.624336941,7.857547196,7.625360903
ENSG00000102043,1.438586016,1.450850239,1.448895452,1.422360109
ENSG00000102054,8.649508357,8.552426799,8.598516869,8.96037404
ENSG00000102057,2.205294259,2.197923496,2.291990245,2.287086884
ENSG00000102078,3.802032022,3.882365504,3.93596707,3.990788208
ENSG00000102081,7.6438737,7.758724128,7.990849811,8.121420881
ENSG00000102096,4.980940358,4.917497366,5.118668042,5.109315067
ENSG00000102098,3.414839713,3.43234243,3.483638701,3.527580586
ENSG00000102100,7.068767073,6.966434906,7.067268227,6.924368329
ENSG00000102103,6.345794008,6.338724991,6.03108047,6.040310883
ENSG00000102119,7.329399287,7.387264189,7.311766003,7.101771307
ENSG00000102125,5.66589958,5.683641015,5.759967186,5.549592449
ENSG00000102144,10.6862852,10.48162914,10.16121104,9.850177317
ENSG00000102158,8.241386623,8.186838799,8.460720833,8.526493946
ENSG00000102172,8.636163428,8.55039462,8.231022177,8.298577661
ENSG00000102178,7.58314357,7.403988739,7.293868206,7.250241657
ENSG00000102181,4.985290636,4.961526739,5.215836459,5.384389909
ENSG00000102189,6.782033576,6.165397486,6.429492402,6.371413733
ENSG00000102218,5.932416584,6.012881449,6.042900438,6.094782223
ENSG00000102221,5.90332794,5.899560552,6.153565327,5.969135929
ENSG00000102225,7.499884228,7.657750679,7.857147189,7.802383746
ENSG00000102226,6.540817734,6.380102396,6.539811526,6.432598895
ENSG00000102241,7.767033881,7.592332975,7.576866849,7.589929887
ENSG00000102243,4.355776502,4.400963901,4.205047118,4.163541045
ENSG00000102265,6.723278557,6.757825437,6.588226922,6.74109085
ENSG00000102287,6.647022779,6.510112729,6.945465983,6.651150027
ENSG00000102309,5.197086687,4.87246949,4.805965874,4.929068964
ENSG00000102312,3.086755095,3.087996808,2.977811753,3.057723285
ENSG00000102316,7.121832219,7.055607187,7.471651225,7.225427136
ENSG00000102317,9.126906872,8.961859222,8.442665745,8.531102731
ENSG00000102349,3.843606008,3.801600211,3.806196039,4.148635403
ENSG00000102362,3.905959076,3.863739764,4.391267768,3.9801486
ENSG00000102384,5.389683316,5.366580497,5.080740873,5.439231001
ENSG00000102390,5.816761284,5.782141856,5.707385942,5.713042804
ENSG00000102393,5.468038489,5.512590704,5.354867057,5.525026076
ENSG00000102401,6.575135401,6.477674408,7.186784426,7.132627713
ENSG00000102471,7.532412639,7.482953113,7.610658014,7.739029191
ENSG00000102531,7.524945033,7.456702369,7.803665736,8.146282979
ENSG00000102543,3.649666619,3.583994265,3.645144346,3.822241528
ENSG00000102547,5.272247843,5.347381064,5.698852611,5.536930243
ENSG00000102554,9.741018909,9.909620044,10.00402624,9.910401651
ENSG00000102572,9.062141997,9.470509161,9.94667692,9.814931359
ENSG00000102580,7.9560696,8.14846483,8.232000857,8.395726147
ENSG00000102595,6.432481975,6.159505635,6.502965108,6.300329697
ENSG00000102606,7.861787826,7.968888977,8.388068871,8.262563947
ENSG00000102678,4.611894557,4.683752616,4.415106532,4.307507343
ENSG00000102699,9.833482117,9.887875835,10.20542543,10.15111199
ENSG00000102710,7.595247484,7.57758627,7.821261458,7.859454494
ENSG00000102738,5.982697791,6.057505795,5.921473265,6.02984705
ENSG00000102743,5.851147967,6.038737725,5.771454612,5.659628565
ENSG00000102753,7.824277632,7.862310347,7.764383132,7.612589771
ENSG00000102760,4.786862433,4.66799049,4.915380033,4.715857857
ENSG00000102763,7.412273242,7.138088068,7.187318256,7.285522324
ENSG00000102780,7.988867801,8.041258906,7.791914537,8.063090261
ENSG00000102781,3.997938674,3.820974941,3.789392106,3.844479205
ENSG00000102786,7.585896966,7.657570644,7.801119228,8.086017937
ENSG00000102796,4.214511882,4.155615671,4.302798523,4.272330281
ENSG00000102804,8.945369107,8.840342164,9.003815302,8.824925651
